,Verkauf in,Bauart,Marke,Modell,Kategorie,Erstzulassung,Km-Stand,Getriebeart,Leistung in kW,Chassis,Verkaufspreis,Wunschpreis,PLZ Verkäufer,Fahrzeugalter,fahrzeugalter_cat,Kilometer_cat
0,2022-01-01,Wohnmobil,Dethleffs,Globebus I1 GT 4 Sitzpl. Hubbett AHK,Integrierter,2021-07-01,5000.0,Schaltung,103.0,Fiat Ducato,71500,73900,64589,6,0-2 Jahre,0-20.000 km
1,2022-01-01,Wohnmobil,Adria,Coral Axess 670SL,Teilintegrierter,2019-04-01,36000.0,Schaltung,120.0,Citroen Jumper,54000,55000,93176,33,2-5 Jahre,20.001-50.000 km
2,2022-01-01,Wohnmobil,Weinsberg,Carabus 601 MQ Edition Fire 4 Sitzpl.,Kastenwagen,2018-07-01,33600.0,Schaltung,96.0,Fiat Ducato,43020,44820,93077,42,2-5 Jahre,20.001-50.000 km
3,2022-02-01,Wohnmobil,Concorde,Charisma 840 l,Integrierter,2008-01-01,110000.0,Automatik,130.0,Iveco Daily,80800,85000,56237,169,Über 10 Jahre,Über 100.000 km
4,2022-02-01,Wohnmobil,LMC,Liberty TI 652,Teilintegrierter,2008-04-01,95730.0,Schaltung,96.0,FIAT Ducato,30900,29500,27574,166,Über 10 Jahre,50.001-100.000 km
5,2022-03-01,Wohnmobil,Bürstner,Lyseo TD 728 G Harmony Line,Teilintegrierter,2020-09-01,9000.0,Automatik,103.0,Fiat Ducato,68500,70000,40764,18,0-2 Jahre,0-20.000 km
6,2022-03-01,Wohnmobil,Etrusco,V5900,Teilintegrierter,2021-05-01,6400.0,Schaltung,103.0,Citroen Jumper,48000,52500,97084,10,0-2 Jahre,0-20.000 km
7,2022-03-01,Wohnmobil,Eura Mobil,Terrestra T,Teilintegrierter,2016-04-01,42100.0,Automatik,109.0,Fiat Ducato,52300,51500,74629,71,5-10 Jahre,20.001-50.000 km
8,2022-03-01,Wohnmobil,Carthago,Chic c-line 5.0 L Superior,Integrierter,2019-02-01,17000.0,Automatik,130.0,Fiat Ducato,109100,125000,4229,37,2-5 Jahre,0-20.000 km
9,2022-03-01,Wohnmobil,Frankia,I 6400,Integrierter,2013-07-01,48000.0,Schaltung,120.0,MB Sprinter,42099,46999,41515,104,5-10 Jahre,20.001-50.000 km
10,2022-03-01,Wohnmobil,Dethleffs,Globetrotter XXL A 9000-2,Alkoven,2018-05-01,36000.0,Automatik,150.0,Iveco,147000,160000,82194,46,2-5 Jahre,20.001-50.000 km
11,2022-03-01,Wohnmobil,Knaus,Sky I 650 LEG Automatik 4.4t,Integrierter,2019-03-01,34853.0,Automatik,110.0,Fiat Ducato,65700,68000,49143,36,2-5 Jahre,20.001-50.000 km
12,2022-03-01,Wohnmobil,Knaus,Boxstar Street 600 MQ,Kastenwagen,2017-05-01,43242.0,Schaltung,110.0,FIAT Ducato,44500,50000,27607,58,2-5 Jahre,20.001-50.000 km
13,2022-03-01,Wohnmobil,LMC,Liberty 688 Aut.,Teilintegrierter,2005-12-01,143000.0,Automatik,92.0,Ford Transit,23000,25000,53902,195,Über 10 Jahre,Über 100.000 km
14,2022-03-01,Wohnmobil,Hymer,B 654 SL 4.5 t,Integrierter,2010-08-01,117890.0,Schaltung,96.0,Fiat,45600,45000,17438,139,Über 10 Jahre,Über 100.000 km
15,2022-03-01,Wohnmobil,Concorde,"Charisma 850 L 7,5 t",Integrierter,2017-07-01,76000.0,Automatik,150.0,Iveco,190000,200000,9619,56,2-5 Jahre,50.001-100.000 km
16,2022-03-01,Wohnmobil,Hobby,Siesta A70 6-Sitzer 3.850 kg,Alkoven,2017-04-01,60400.0,Schaltung,110.0,Fiat Ducato,44500,47000,50321,59,2-5 Jahre,50.001-100.000 km
17,2022-04-01,Wohnmobil,Sunlight,T 65 9G-Tronic 3.5 t,Teilintegrierter,2020-04-01,7650.0,Automatik,103.0,Fiat Ducato,56500,58000,71723,24,0-2 Jahre,0-20.000 km
18,2022-04-01,Wohnmobil,Hobby,600,Teilintegrierter,2004-07-01,49855.0,Schaltung,81.0,Fiat Ducato 244,23700,27000,35686,213,Über 10 Jahre,20.001-50.000 km
19,2022-04-01,Wohnmobil,Laika,Kosmo 509 3.85 t,Teilintegrierter,2019-02-01,15000.0,Schaltung,110.0,Fiat Ducato,62000,63000,63505,38,2-5 Jahre,0-20.000 km
20,2022-04-01,Wohnmobil,GiottiLine,Therry T31,Teilintegrierter,2013-03-01,53835.0,Schaltung,96.0,Citroen Jumper,34800,36000,25486,109,5-10 Jahre,50.001-100.000 km
21,2022-04-01,Wohnmobil,Knaus,Sky Traveller *1. Hand*,Alkoven,2013-07-01,23700.0,Schaltung,85.0,Fiat Ducato,33499,34999,53545,105,5-10 Jahre,20.001-50.000 km
22,2022-04-01,Wohnmobil,Pössl,Roadcruiser B,Kastenwagen,2019-02-01,19980.0,Schaltung,120.0,Citroen Jumper,52700,52000,37581,38,2-5 Jahre,0-20.000 km
23,2022-04-01,Wohnmobil,Clever,Van Celebration Kastenwagen,Kastenwagen,2018-02-01,35025.0,Schaltung,120.0,Citroen,45100,45000,14797,50,2-5 Jahre,20.001-50.000 km
24,2022-04-01,Wohnmobil,Bürstner,Lyseo Harmony Line 9G-Tronic 4.4 t,Teilintegrierter,2021-07-01,16123.0,Automatik,118.0,Fiat Ducato,66500,76900,17322,9,0-2 Jahre,0-20.000 km
25,2022-04-01,Wohnmobil,Hobby,Vantana Premium ET 65,Kastenwagen,2019-10-01,31600.0,Schaltung,110.0,Fiat,52100,59500,23730,30,2-5 Jahre,20.001-50.000 km
26,2022-04-01,Wohnmobil,Knaus,Sun Ti 650 LEG 3.5 t,Teilintegrierter,2014-05-01,96505.0,Schaltung,109.0,Fiat Ducato,43000,45000,33758,95,5-10 Jahre,50.001-100.000 km
27,2022-04-01,Wohnmobil,Concorde,Credo 840L 5.8 t,Integrierter,2016-03-01,59030.0,Automatik,150.0,Iveco,154000,175000,85560,73,5-10 Jahre,50.001-100.000 km
28,2022-04-01,Wohnmobil,LMC,Liberty Breezer A 694-2G 3.5 t,Alkoven,2011-04-01,93000.0,Schaltung,96.0,Fiat Ducato,32200,36500,3172,132,Über 10 Jahre,50.001-100.000 km
29,2022-04-01,Wohnmobil,Adria,Twin 600 SP All-In 3.5 t,Kastenwagen,2022-02-01,1900.0,Schaltung,121.0,Citroen Jumper,53900,55000,90518,2,0-2 Jahre,0-20.000 km
30,2022-04-01,Wohnmobil,Carado,T 448 3.5 t,Teilintegrierter,2018-06-01,17500.0,Schaltung,96.0,Fiat Ducato,49900,55500,1279,46,2-5 Jahre,0-20.000 km
31,2022-04-01,Wohnmobil,Knaus,Sport Traveller 600 DKG Silver Line 3.5 t,Alkoven,2007-05-01,78400.0,Schaltung,84.0,Renault Master,20400,24000,67117,179,Über 10 Jahre,50.001-100.000 km
32,2022-04-01,Wohnmobil,Sun Living,Lido M50 SL 3.5 t,Teilintegrierter,2017-12-01,40300.0,Schaltung,96.0,Fiat Ducato,46038,49638,26789,52,2-5 Jahre,20.001-50.000 km
33,2022-05-01,Wohnmobil,Sunlight,V66 Adventure Edition 3.5 t,Teilintegrierter,2022-03-01,1800.0,Schaltung,121.0,Citroën,54000,58000,49661,2,0-2 Jahre,0-20.000 km
34,2022-05-01,Wohnmobil,GiottiLine,Therry T 41 3.5 t,Alkoven,2012-11-01,37000.0,Schaltung,96.0,Citroen Jumper,36800,37000,27383,114,5-10 Jahre,20.001-50.000 km
35,2022-05-01,Wohnmobil,Sunlight,I68 3.5 t,Integrierter,2019-06-01,18000.0,Automatik,103.0,Fiat Ducato,64500,66500,21509,35,2-5 Jahre,0-20.000 km
36,2022-05-01,Wohnmobil,Dethleffs,T 7051 DBM Advantage 3.5 t,Teilintegrierter,2015-02-01,72200.0,Schaltung,109.0,Fiat Ducato,49050,52250,4451,87,5-10 Jahre,50.001-100.000 km
37,2022-05-01,Wohnmobil,Bravia,Swan 3.5 t,Kastenwagen,2018-04-01,37800.0,Schaltung,120.0,Peugeot Boxer,45800,46000,21037,49,2-5 Jahre,20.001-50.000 km
38,2022-05-01,Wohnmobil,Sunlight,Cliff 640 3.5 t,Kastenwagen,2019-07-01,16965.0,Schaltung,96.0,Fiat Ducato,51400,55000,41468,34,2-5 Jahre,0-20.000 km
39,2022-05-01,Wohnmobil,Bürstner,Elegance I Aut. 5.5 t,Integrierter,2021-03-01,19500.0,Automatik,125.0,Mercedes Sprinter,172500,189900,16321,14,0-2 Jahre,0-20.000 km
40,2022-05-01,Wohnmobil,Eura Mobil,Profila 720 RS EB 4.4 t,Teilintegrierter,2017-04-01,33000.0,Schaltung,110.0,Fiat Ducato,60000,66000,59368,61,5-10 Jahre,20.001-50.000 km
41,2022-05-01,Wohnmobil,Weinsberg,CaraCore 650 MF 3.5 t,Integrierter,2020-02-01,11100.0,Schaltung,103.0,Fiat Ducato,63400,69000,79664,27,2-5 Jahre,0-20.000 km
42,2022-05-01,Wohnmobil,Laika,Kosmo 6.4 3.5 t,Kastenwagen,2021-02-01,22500.0,Schaltung,118.0,Fiat Ducato,55500,57000,47546,15,0-2 Jahre,20.001-50.000 km
43,2022-05-01,Wohnmobil,Dethleffs,Globebus GT T007 3.5 t,Teilintegrierter,2019-10-01,37700.0,Schaltung,110.0,Fiat Ducato,58700,62000,82041,31,2-5 Jahre,20.001-50.000 km
44,2022-05-01,Wohnmobil,Dethleffs,Magic Edition T 7151-4 / 3.5 t,Teilintegrierter,2013-02-01,20500.0,Schaltung,96.0,Fiat Ducato,44000,48000,79639,111,5-10 Jahre,20.001-50.000 km
45,2022-05-01,Wohnmobil,Hymer,Sydney GT60 9G-Tronic 3.5 t,Kastenwagen,2020-03-01,26000.0,Automatik,118.0,Fiat Ducato,57000,57000,86399,26,2-5 Jahre,20.001-50.000 km
46,2022-05-01,Wohnmobil,Ahorn,Camp A 680 ECO 2021 3.5 t,Alkoven,2021-05-01,8100.0,Schaltung,107.0,Renault,50900,49400,38118,12,0-2 Jahre,0-20.000 km
47,2022-05-01,Wohnmobil,Laika,Kosmo 212 3.5 t,Teilintegrierter,2020-05-01,33600.0,Schaltung,110.0,Ducato,53200,60000,81737,24,0-2 Jahre,20.001-50.000 km
48,2022-05-01,Wohnmobil,Dethleffs,Advantage I 6701 3.85 t,Integrierter,2014-04-01,52115.0,Schaltung,96.0,Fiat Ducato,50500,53500,38518,97,5-10 Jahre,50.001-100.000 km
49,2022-06-01,Wohnmobil,Eura Mobil,Activa One AO 690 HB 4.25 t,Alkoven,2021-04-01,26918.0,Schaltung,103.0,Fiat Ducato,64200,68900,78073,14,0-2 Jahre,20.001-50.000 km
50,2022-06-01,Wohnmobil,Bürstner,Delfin IT 660 Harmony Line 3.5 t,Teilintegrierter,2021-09-01,7500.0,Schaltung,121.0,Citroen,62000,63000,50389,9,0-2 Jahre,0-20.000 km
51,2022-06-01,Wohnmobil,Westfalia,Club Joker City 3.2 t,Kastenwagen,2016-03-01,38900.0,Schaltung,132.0,VW Transporter,45100,52000,48683,75,5-10 Jahre,20.001-50.000 km
52,2022-06-01,Wohnmobil,Malibu,I 490 LE 4.25 t,Integrierter,2020-06-01,6800.0,Schaltung,118.0,Fiat,85000,95000,38442,24,0-2 Jahre,0-20.000 km
53,2022-06-01,Wohnmobil,Pilote,P 650 GJ Essential 2020 3.5 t,Teilintegrierter,2020-06-01,57800.0,Schaltung,103.0,Fiat Ducato,52300,54500,33335,24,0-2 Jahre,50.001-100.000 km
54,2022-06-01,Wohnmobil,Dethleffs,Advantage A5881 3.85 t,Alkoven,2007-02-01,104704.0,Schaltung,96.0,Fiat Ducato,28000,29000,9127,184,Über 10 Jahre,Über 100.000 km
55,2022-06-01,Wohnmobil,Pössl,Roadcruiser 3.5 t,Kastenwagen,2012-08-01,110400.0,Schaltung,96.0,Citroen Jumper,34400,35000,94036,118,5-10 Jahre,Über 100.000 km
56,2022-06-01,Wohnmobil,VANTourer,600 Activ 3.5 t,Kastenwagen,2019-05-01,36000.0,Schaltung,96.0,Peugeot Boxer,45600,48000,53557,37,2-5 Jahre,20.001-50.000 km
57,2022-05-01,Wohnmobil,Rimor,Morgen ARF 54S3 3.5 t,Alkoven,2005-08-01,98500.0,Schaltung,74.0,Ford Transit,15000,15000,28359,201,Über 10 Jahre,50.001-100.000 km
58,2022-05-01,Wohnmobil,Sunlight,A70 3.85 t,Alkoven,2011-04-01,58000.0,Schaltung,96.0,Fiat Ducato,38500,38500,66740,133,Über 10 Jahre,50.001-100.000 km
59,2022-06-01,Wohnmobil,Knaus,Sky TI 700 MEG Platinum 9G-Tronic 3.5 t,Teilintegrierter,2020-11-01,3100.0,Automatik,103.0,Fiat Ducato,69000,68800,64625,19,0-2 Jahre,0-20.000 km
60,2022-06-01,Wohnmobil,Pössl,Roadcruiser 640 3.5 t,Kastenwagen,2019-03-01,23500.0,Schaltung,120.0,Citroen Jumper,50300,51900,48308,39,2-5 Jahre,20.001-50.000 km
61,2022-06-01,Wohnmobil,Laika,Kosmo 212 / 3.5 t *MwSt. ausw.*,Teilintegrierter,2020-06-01,17831.0,Schaltung,121.0,Citroen,54500,58000,25436,24,0-2 Jahre,0-20.000 km
62,2022-08-01,Wohnmobil,Orangecamp,K6 3.5 t,Kastenwagen,2016-05-01,57500.0,Schaltung,109.0,Fiat Ducato,43000,45000,50374,75,5-10 Jahre,50.001-100.000 km
63,2022-06-01,Wohnmobil,Bürstner,Ixeo Time 734 / 3.5 t,Teilintegrierter,2013-05-01,114000.0,Schaltung,96.0,Fiat Ducato,35000,40000,35279,109,5-10 Jahre,Über 100.000 km
64,2022-06-01,Wohnmobil,Sunlight,T 58 / 3.5 t,Teilintegrierter,2019-05-01,35500.0,Schaltung,96.0,Ducato,46000,48000,46539,37,2-5 Jahre,20.001-50.000 km
65,2022-06-01,Wohnmobil,Concorde,Charisma 890 mit Smart Garage 7.2 t,Integrierter,2011-05-01,76900.0,Automatik,125.0,Iveco,135050,147250,63150,133,Über 10 Jahre,50.001-100.000 km
66,2022-06-01,Wohnmobil,Hymer,Tramp CL 654 2 x 2 / 3.85 t,Teilintegrierter,2011-04-01,30230.0,Schaltung,96.0,Fiat Ducato Multijet 130,38300,40000,37136,134,Über 10 Jahre,20.001-50.000 km
67,2022-06-01,Wohnmobil,Pössl,Summit 540 3.5 t,Kastenwagen,2021-05-01,20350.0,Schaltung,118.0,Fiat,50300,50300,95671,13,0-2 Jahre,20.001-50.000 km
68,2022-06-01,Wohnmobil,Knaus,Sky TI 700 MEG IC-Line 3.5 t,Teilintegrierter,2019-07-01,15000.0,Schaltung,110.0,Fiat Ducato,60000,60000,36039,35,2-5 Jahre,0-20.000 km
69,2022-07-01,Wohnmobil,Karmann,Dexter 570 4x4 / 3.5 t,Kastenwagen,2021-02-01,33000.0,Schaltung,125.0,Ford Transit,56000,59000,17375,17,0-2 Jahre,20.001-50.000 km
70,2022-06-01,Wohnmobil,Miller,Toronto 3.85 t,Teilintegrierter,2020-08-01,19800.0,Schaltung,103.0,Citroën Jumper,55000,62000,31185,22,0-2 Jahre,0-20.000 km
71,2022-06-01,Wohnmobil,Dethleffs,Trend T 6717 / 3.5 t,Teilintegrierter,2016-02-01,33800.0,Schaltung,96.0,Fiat,48500,50000,78250,76,5-10 Jahre,20.001-50.000 km
72,2022-08-01,Wohnmobil,Bürstner,Ixeo Edition 55 *fifty five* 3.5 t,Teilintegrierter,2014-04-01,69000.0,Schaltung,96.0,Fiat,38100,41500,21514,100,5-10 Jahre,50.001-100.000 km
73,2022-06-01,Wohnmobil,Etrusco,T 7400 SB 3.65 t,Teilintegrierter,2019-07-01,21000.0,Automatik,110.0,Fiat Ducato,53000,53000,40789,35,2-5 Jahre,20.001-50.000 km
74,2022-06-01,Wohnmobil,Globecar,Campscout 4.25 t,Kastenwagen,2014-06-01,71520.0,Schaltung,109.0,Fiat Ducato,37300,41000,59199,96,5-10 Jahre,50.001-100.000 km
75,2022-06-01,Wohnmobil,Adria,Twin 640 SL 3.5 t,Kastenwagen,2017-11-01,18133.0,Schaltung,96.0,Fiat Ducato,49100,50000,31311,55,2-5 Jahre,0-20.000 km
76,2022-06-01,Wohnmobil,Knaus,Boxstar 630 / 3.5 t,Kastenwagen,2017-04-01,83000.0,Schaltung,109.0,Fiat,44600,44900,56766,62,5-10 Jahre,50.001-100.000 km
77,2022-06-01,Wohnmobil,Weinsberg,Carahome 700 DG 3.5 t,Alkoven,2015-03-01,57803.0,Schaltung,96.0,Fiat Ducato,43900,44500,25451,87,5-10 Jahre,50.001-100.000 km
78,2022-06-01,Wohnmobil,Chausson,Road Line V594 VIP 9G-Tronic 3.5 t,Kastenwagen,2021-06-01,10500.0,Automatik,103.0,Fiat Ducato,58800,64000,71679,12,0-2 Jahre,0-20.000 km
79,2022-06-01,Wohnmobil,Hymer,Classic Camp 3.5 t,Alkoven,2006-06-01,107350.0,Schaltung,94.0,"Ducato 2,8 JTD",28000,30000,97204,192,Über 10 Jahre,Über 100.000 km
80,2022-06-01,Wohnmobil,Clever,Celebration 3.5 t,Kastenwagen,2016-08-01,70000.0,Schaltung,110.0,Citroen Jumper,42200,43500,44147,70,5-10 Jahre,50.001-100.000 km
81,2022-06-01,Wohnmobil,Chausson,Welcome 617 GA 3.5 t,Teilintegrierter,2015-05-01,21000.0,Schaltung,114.0,Ford Transit,41400,45000,14089,85,5-10 Jahre,20.001-50.000 km
82,2022-06-01,Wohnmobil,Mercedes-Benz,Marco Polo Activity 250d 4MATIC,Bus,2022-01-01,5000.0,Automatik,140.0,,63000,67000,71093,5,0-2 Jahre,0-20.000 km
83,2022-06-01,Wohnmobil,Mercedes-Benz,Marco Polo 250d 4x4 ACTIVITY,Bus,2021-10-01,10500.0,Automatik,140.0,,64050,62950,70435,8,0-2 Jahre,0-20.000 km
84,2022-06-01,Wohnmobil,Carthago,c-tourer I 143 3.5t,Integrierter,2015-07-01,35700.0,Schaltung,109.0,Fiat,62100,62000,84524,83,5-10 Jahre,20.001-50.000 km
85,2022-07-01,Wohnmobil,Hymer,B 508 CL 3.5 t,Integrierter,2008-09-01,102400.0,Schaltung,116.0,Fiat,29900,35000,82362,166,Über 10 Jahre,Über 100.000 km
86,2022-07-01,Wohnmobil,Mooveo,(Bavaria) V 630 G Aut. 3.5 t,Kastenwagen,2018-09-01,66843.0,Automatik,130.0,Fiat Ducato,50900,52500,14513,46,2-5 Jahre,50.001-100.000 km
87,2022-06-01,Wohnmobil,Sunlight,T 65 / 3.5 t,Teilintegrierter,2015-12-01,64000.0,Schaltung,96.0,Fiat Ducato,43600,39500,64853,78,5-10 Jahre,50.001-100.000 km
88,2022-07-01,Wohnmobil,Joint,S 600 Elegance 3.5 t,Teilintegrierter,2007-10-01,110088.0,Schaltung,84.0,Renault,20500,25000,50259,177,Über 10 Jahre,Über 100.000 km
89,2022-07-01,Wohnmobil,Eura Mobil,Profila RS 725 QB 3.65 t,Teilintegrierter,2018-08-01,23400.0,Schaltung,96.0,Fiat Ducato,58300,58800,99869,47,2-5 Jahre,20.001-50.000 km
90,2022-07-01,Wohnmobil,Mooveo,VAN 63 DBL 9G-Tronic 3.5 t,Kastenwagen,2022-01-01,9127.0,Automatik,103.0,Fiat,62000,64000,88422,6,0-2 Jahre,0-20.000 km
91,2022-07-01,Wohnmobil,Chausson,V697 Premium 9G-Tronic 3.5 t,Kastenwagen,2020-10-01,3000.0,Automatik,118.0,Fiat,59900,68000,23948,21,0-2 Jahre,0-20.000 km
92,2022-07-01,Wohnmobil,Itineo,SB 740 Spirit Edition 9G-Tronic 4.4 t,Integrierter,2020-10-01,9125.0,Automatik,118.0,Fiat Ducato,71500,78000,47443,21,0-2 Jahre,0-20.000 km
93,2022-07-01,Wohnmobil,Carthago,Chic C-Line TPlus 4.8H 4.25 t,Teilintegrierter,2014-07-01,51500.0,Schaltung,109.0,Fiat Ducato,55355,61655,15806,96,5-10 Jahre,50.001-100.000 km
94,2022-07-01,Wohnmobil,Rapido,8096 DF 4.4 t,Integrierter,2017-06-01,81000.0,Schaltung,130.0,Fiat,70000,76000,27570,61,5-10 Jahre,50.001-100.000 km
95,2022-07-01,Wohnmobil,VANTourer,630 Aut. 3.5 t,Kastenwagen,2019-08-01,19000.0,Automatik,110.0,"FIAT 2,3 l Multijet",52360,50360,6667,35,2-5 Jahre,0-20.000 km
96,2022-07-01,Wohnmobil,Carthago,Chic e-line I 51 Yachting Aut. 4.8 t,Integrierter,2016-07-01,39100.0,Automatik,130.0,Fiat,90000,100000,55597,72,5-10 Jahre,20.001-50.000 km
97,2022-07-01,Wohnmobil,Weinsberg,MQH 600 / 3.5 t,Kastenwagen,2019-03-01,44800.0,Schaltung,96.0,Fiat Ducato,48999,51999,90431,40,2-5 Jahre,20.001-50.000 km
98,2022-07-01,Wohnmobil,Forster,I 699 / 3.5 t,Integrierter,2020-06-01,19250.0,Schaltung,96.0,Fiat,60000,64900,41539,25,2-5 Jahre,0-20.000 km
99,2022-07-01,Wohnmobil,Carado,A132 / 3.5 t,Alkoven,2021-06-01,5530.0,Schaltung,103.0,Citroën,50800,52000,86807,13,0-2 Jahre,0-20.000 km
100,2022-07-01,Wohnmobil,Volkswagen,VW T6 Multicamper-Ausbau 4Motion,Kastenwagen,2018-07-01,76000.0,Schaltung,110.0,,50600,59500,70806,48,2-5 Jahre,50.001-100.000 km
101,2022-07-01,Wohnmobil,Hobby,550 AK 3.5 t,Alkoven,2005-04-01,79000.0,Schaltung,92.0,Ford,19100,22000,97688,207,Über 10 Jahre,50.001-100.000 km
102,2022-07-01,Wohnmobil,Carado,T449 / 3.5 t,Teilintegrierter,2014-06-01,59050.0,Schaltung,96.0,Fiat,43500,42000,54578,97,5-10 Jahre,50.001-100.000 km
103,2022-07-01,Wohnmobil,Knaus,Van Ti Plus 650 MEG Platinum 3.5 t,Teilintegrierter,2021-09-01,22662.0,Automatik,130.0,MAN,66450,70250,88085,10,0-2 Jahre,20.001-50.000 km
104,2022-07-01,Wohnmobil,Weinsberg,Imperiale 600 LD 3.5 t,Teilintegrierter,2008-04-01,122500.0,Schaltung,107.0,Renault Master R43,22000,25000,71560,171,Über 10 Jahre,Über 100.000 km
105,2022-07-01,Wohnmobil,Mooveo,63 EB All In 3.5 t,Kastenwagen,2021-11-01,1300.0,Schaltung,121.0,Citroen,60005,64505,61137,8,0-2 Jahre,0-20.000 km
106,2022-07-01,Wohnmobil,Weinsberg,CaraBus 630 MEG Outlaw 4.0 t *MwSt.*,Kastenwagen,2020-06-01,35000.0,Schaltung,118.0,Fiat Ducato,57500,63000,16321,25,2-5 Jahre,20.001-50.000 km
107,2022-07-01,Wohnmobil,Volkswagen,Grand California 680 Aut. 3.5 t,Kastenwagen,2020-02-01,28800.0,Automatik,130.0,VW Crafter,58500,62600,61169,29,2-5 Jahre,20.001-50.000 km
108,2022-07-01,Wohnmobil,Clever,Celebration 3.5 t,Kastenwagen,2021-08-01,22700.0,Schaltung,103.0,Citroen,50500,53000,76199,11,0-2 Jahre,20.001-50.000 km
109,2022-07-01,Wohnmobil,Eura Mobil,Profila 720 EB CL Mondial Ed. 3.5 t,Teilintegrierter,2017-04-01,27500.0,Schaltung,110.0,Fiat,62300,54500,1796,63,5-10 Jahre,20.001-50.000 km
110,2022-07-01,Wohnmobil,Carthago,Chic e-line 51 Aut. 4.5 t,Integrierter,2011-07-01,31390.0,Automatik,116.0,Fiat,61500,70000,87561,132,Über 10 Jahre,20.001-50.000 km
111,2022-07-01,Wohnmobil,TEC,FreeTec 628 G mit DPF 3.5 t,Alkoven,2006-08-01,97250.0,Schaltung,92.0,Ford FT 300 M,18000,19500,69242,191,Über 10 Jahre,50.001-100.000 km
112,2022-07-01,Wohnmobil,Bürstner,Travel Van T 620 G IC Line 3.5 t,Teilintegrierter,2015-04-01,74000.0,Schaltung,96.0,Fiat Ducato,42400,46000,51109,87,5-10 Jahre,50.001-100.000 km
113,2022-07-01,Wohnmobil,Karmann,Dexter Go 3.5 t,Kastenwagen,2015-04-01,62500.0,Schaltung,109.0,Fiat Ducato,41600,45000,24247,87,5-10 Jahre,50.001-100.000 km
114,2022-07-01,Wohnmobil,Bürstner,Ixeo Time 726 G Aut. 3.5 t,Teilintegrierter,2017-03-01,42200.0,Automatik,109.0,Fiat Ducato,57100,59500,79848,64,5-10 Jahre,20.001-50.000 km
115,2022-07-01,Wohnmobil,Laika,Ecovip 610 / 4.1 t,Integrierter,2016-08-01,27000.0,Schaltung,109.0,Fiat Ducato,55000,55000,71272,71,5-10 Jahre,20.001-50.000 km
116,2022-08-01,Wohnmobil,Hymer,B-Klasse 704 SL Aut. 4.5 t,Integrierter,2019-02-01,27500.0,Automatik,130.0,Fiat Ducato,94400,100000,59439,42,2-5 Jahre,20.001-50.000 km
117,2022-07-01,Wohnmobil,Carthago,Chic C-Line I 4.9 / 4.25 t,Integrierter,2016-04-01,17100.0,Automatik,109.0,Fiat Ducato 250,78350,80750,81245,75,5-10 Jahre,0-20.000 km
118,2022-07-01,Wohnmobil,Carthago,Chic e-line I 51 QB Aut. 4.8 t,Integrierter,2020-06-01,14500.0,Automatik,130.0,Fiat,105000,120000,64760,25,2-5 Jahre,0-20.000 km
119,2022-08-01,Wohnmobil,Forster,T 682 SB 3.5 t,Teilintegrierter,2014-02-01,52902.0,Schaltung,96.0,Fiat Ducato,40500,43000,50999,102,5-10 Jahre,50.001-100.000 km
120,2022-07-01,Wohnmobil,Eura Mobil,Activa One 690 HB 3.5 t,Alkoven,2017-03-01,20400.0,Schaltung,110.0,Fiat Ducato,59100,62500,21769,64,5-10 Jahre,20.001-50.000 km
121,2022-07-01,Wohnmobil,Eura Mobil,Profila T 675 SB Aut. 3.5 t,Teilintegrierter,2018-04-01,58000.0,Automatik,110.0,Fiat Ducato,58900,65500,52372,51,2-5 Jahre,50.001-100.000 km
122,2022-07-01,Wohnmobil,GiottiLine,Siena 330 Privilege / 3.5 t,Teilintegrierter,2022-07-01,10.0,Schaltung,103.0,Peugeot,52900,58900,33154,0,0-2 Jahre,0-20.000 km
123,2022-07-01,Wohnmobil,Carado,T448 Aut. 3.5 t,Teilintegrierter,2020-02-01,8500.0,Automatik,110.0,Fiat,57000,61000,48599,29,2-5 Jahre,0-20.000 km
124,2022-07-01,Wohnmobil,Carthago,C-Tourer 143 LE 9G-Tronic auf MB 3.5 t,Integrierter,2022-04-01,7500.0,Automatik,125.0,Mercedes Sprinter,120500,130000,21641,3,0-2 Jahre,0-20.000 km
125,2022-07-01,Wohnmobil,Knaus,L!VE WAVE 650 MX 3.5 t,Teilintegrierter,2020-06-01,38000.0,Schaltung,110.0,Fiat,56800,58900,67067,25,2-5 Jahre,20.001-50.000 km
126,2022-08-01,Wohnmobil,Hymer,ML-T 580 4x4 Aut. 4.05 t,Teilintegrierter,2017-04-01,75000.0,Automatik,120.0,MB Sprinter 906,98599,114999,53797,64,5-10 Jahre,50.001-100.000 km
127,2022-07-01,Wohnmobil,Knaus,SKY Ti 650 MEG Plat. Sel. 9G-Tr. 3.5 t,Teilintegrierter,2020-05-01,32850.0,Automatik,103.0,Fiat Ducato,69100,78000,15738,26,2-5 Jahre,20.001-50.000 km
128,2022-07-01,Wohnmobil,Malibu,Van Charming GT Skyview 640 LE 4.0 t,Kastenwagen,2021-12-01,1185.0,Automatik,130.0,"FIAT Ducato 2,3l Multijet 180",72000,73000,80992,7,0-2 Jahre,0-20.000 km
129,2022-07-01,Wohnmobil,Ahorn,ACT 690 plus *New Face Ed.* 4.0 t,Teilintegrierter,2020-07-01,22100.0,Schaltung,107.0,Renault Master,50000,56000,64646,24,0-2 Jahre,20.001-50.000 km
